product_name,service_type,region,rpt_mth,rpt_year,high_or_low_better,metric_name,metric_value,data_type,load_ts,summary
Wireline,video,South,January,2024,High value is better,Wireline Net Adds,2402.0,Monthly,2025-06-25T13:04:42.586214,"Wireline video service in South for January 2024 has a metric of Wireline Net Adds with a value of 2402, where High value is better"
Wireless,postpaid,West,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 30 days,4738.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Disconnects with Promo acceptance 30 days with a value of 4738, where Low value is better"
Wireless,prepaid,West,January,2024,High value is better,QES Score,58.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of QES Score with a value of 58, where High value is better"
Wireline,video,New England,January,2024,High value is better,Wireline Net Adds,1068.0,Monthly,2025-06-25T13:04:42.586214,"Wireline video service in New England for January 2024 has a metric of Wireline Net Adds with a value of 1068, where High value is better"
Wireless,prepaid,South,January,2024,Low value is better,Service Related Call Volume,8065.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of Service Related Call Volume with a value of 8065, where Low value is better"
Wireline,voice,South,January,2024,Low value is better,Wireline Disconnects,944.0,Monthly,2025-06-25T13:04:42.586214,"Wireline voice service in South for January 2024 has a metric of Wireline Disconnects with a value of 944, where Low value is better"
Wireless,postpaid,Northeast,January,2024,Low value is better,Wireless Disconnects with 30 days device change,3049.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Wireless Disconnects with 30 days device change with a value of 3049, where Low value is better"
Wireless,prepaid,South,January,2024,Low value is better,Wireless Disconnects with Bill Shock,4357.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of Wireless Disconnects with Bill Shock with a value of 4357, where Low value is better"
Wireless,prepaid,Northeast,January,2024,High value is better,Wireline Gross Adds,23809.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Wireline Gross Adds with a value of 23809, where High value is better"
Wireline,data,Midwest,January,2024,High value is better,Wireline Gross Adds,32190.0,Monthly,2025-06-25T13:04:42.586214,"Wireline data service in Midwest for January 2024 has a metric of Wireline Gross Adds with a value of 32190, where High value is better"
Wireless,prepaid,Northeast,January,2024,Low value is better,Customer Trouble Tickets - Discount Related,408.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Customer Trouble Tickets - Discount Related with a value of 408, where Low value is better"
Wireless,postpaid,Northeast,January,2024,High value is better,Wireless Port In,6738.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Wireless Port In with a value of 6738, where High value is better"
Wireless,prepaid,South,January,2024,Low value is better,Wireless Disconnects with 90 days device change,2121.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of Wireless Disconnects with 90 days device change with a value of 2121, where Low value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Wireless Disconnects with 30 days plan change,1691.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Wireless Disconnects with 30 days plan change with a value of 1691, where Low value is better"
Wireless,prepaid,Northeast,January,2024,High value is better,Number Of Customers with Autopay Discount,3252.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Number Of Customers with Autopay Discount with a value of 3252, where High value is better"
Wireless,prepaid,South,January,2024,High value is better,Sales Related Call Volume,2461.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of Sales Related Call Volume with a value of 2461, where High value is better"
Wireless,postpaid,West,January,2024,High value is better,Wireless Net Adds,2957.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Net Adds with a value of 2957, where High value is better"
Wireless,prepaid,Northeast,January,2024,High value is better,Wireless Net Adds - Add a Line (AAL),11630.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Wireless Net Adds - Add a Line (AAL) with a value of 11630, where High value is better"
Wireless,postpaid,South,January,2024,Low value is better,Wireless Disconnects,26498.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in South for January 2024 has a metric of Wireless Disconnects with a value of 26498, where Low value is better"
Wireless,prepaid,New England,January,2024,High value is better,Number of Customer Interactions - Portal,18368.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of Number of Customer Interactions - Portal with a value of 18368, where High value is better"
Wireline,data,Northeast,January,2024,High value is better,Wireline Gross Adds,31420.0,Monthly,2025-06-25T13:04:42.586214,"Wireline data service in Northeast for January 2024 has a metric of Wireline Gross Adds with a value of 31420, where High value is better"
Wireless,prepaid,Midwest,January,2024,Low value is better,Wireless Disconnects with 90 days device change,1876.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Midwest for January 2024 has a metric of Wireless Disconnects with 90 days device change with a value of 1876, where Low value is better"
Wireless,prepaid,Northeast,January,2024,Low value is better,Service Related Call Volume,7690.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Service Related Call Volume with a value of 7690, where Low value is better"
Wireless,postpaid,New England,January,2024,High value is better,Sales Related Call Volume,679.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Sales Related Call Volume with a value of 679, where High value is better"
Wireless,postpaid,Midwest,January,2024,High value is better,Number of Customer Interactions - App,28223.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Number of Customer Interactions - App with a value of 28223, where High value is better"
Wireless,prepaid,New England,January,2024,Low value is better,Average Call handling Time - Service,3.15,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of Average Call handling Time - Service with a value of 3.15, where Low value is better"
Wireless,postpaid,West,January,2024,High value is better,Wireline Gross Adds,47381.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireline Gross Adds with a value of 47381, where High value is better"
Wireless,prepaid,New England,January,2024,High value is better,Sales Related Call Volume,4121.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of Sales Related Call Volume with a value of 4121, where High value is better"
Wireless,postpaid,New England,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 90 days,1289.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Wireless Disconnects with Promo acceptance 90 days with a value of 1289, where Low value is better"
Wireless,postpaid,New England,January,2024,High value is better,Number of Customer Interactions - Portal,78646.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Number of Customer Interactions - Portal with a value of 78646, where High value is better"
Wireless,prepaid,Northeast,January,2024,High value is better,Number of Customer Interactions - Store,2505.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Number of Customer Interactions - Store with a value of 2505, where High value is better"
Wireless,postpaid,Midwest,January,2024,High value is better,QES Score,35.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of QES Score with a value of 35, where High value is better"
Wireless,prepaid,New England,January,2024,High value is better,Number Of Customers with Autopay Discount,613.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of Number Of Customers with Autopay Discount with a value of 613, where High value is better"
Wireless,prepaid,New England,January,2024,High value is better,Wireless Gross Adds,28918.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of Wireless Gross Adds with a value of 28918, where High value is better"
Wireless,postpaid,Northeast,January,2024,High value is better,ARPU (Average Revenue Per User),46.01,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of ARPU (Average Revenue Per User) with a value of 46.01, where High value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 90 days,5691.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Wireless Disconnects with Promo acceptance 90 days with a value of 5691, where Low value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Customer Trouble Tickets - Discount Related,351.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Customer Trouble Tickets - Discount Related with a value of 351, where Low value is better"
Wireless,postpaid,West,January,2024,Low value is better,Wireless Disconnects with 30 days device change,3674.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Disconnects with 30 days device change with a value of 3674, where Low value is better"
Wireless,postpaid,West,January,2024,Low value is better,Wireless Disconnects with 60 days plan change,1198.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Disconnects with 60 days plan change with a value of 1198, where Low value is better"
Wireless,postpaid,Midwest,January,2024,High value is better,Sales Related Call Volume,4686.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Sales Related Call Volume with a value of 4686, where High value is better"
Wireless,postpaid,West,January,2024,Low value is better,Wireless Disconnects,31159.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Disconnects with a value of 31159, where Low value is better"
Wireless,postpaid,West,January,2024,High value is better,QES Score,46.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of QES Score with a value of 46, where High value is better"
Wireless,postpaid,Midwest,January,2024,High value is better,Number of Customer Interactions,94296.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Number of Customer Interactions with a value of 94296, where High value is better"
Wireless,prepaid,Northeast,January,2024,High value is better,Number of Customer Interactions,115678.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Number of Customer Interactions with a value of 115678, where High value is better"
Wireline,data,South,January,2024,High value is better,Wireline Net Adds,1304.0,Monthly,2025-06-25T13:04:42.586214,"Wireline data service in South for January 2024 has a metric of Wireline Net Adds with a value of 1304, where High value is better"
Wireless,postpaid,New England,January,2024,High value is better,Number Of Customers with Autopay Discount,19267.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Number Of Customers with Autopay Discount with a value of 19267, where High value is better"
Wireless,prepaid,West,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 30 days,4823.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Wireless Disconnects with Promo acceptance 30 days with a value of 4823, where Low value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Wireless Disconnects with 60 days device change,1764.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Wireless Disconnects with 60 days device change with a value of 1764, where Low value is better"
Wireless,prepaid,West,January,2024,Low value is better,Average Call handling time - Sales,16.18,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Average Call handling time - Sales with a value of 16.18, where Low value is better"
Wireless,postpaid,West,January,2024,Low value is better,Customer Trouble Tickets - Network Coverage,599.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Customer Trouble Tickets - Network Coverage with a value of 599, where Low value is better"
Wireless,postpaid,New England,January,2024,Low value is better,Customer Trouble Tickets Count,3456.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Customer Trouble Tickets Count with a value of 3456, where Low value is better"
Wireline,video,Northeast,January,2024,Low value is better,Wireline Churn Rate,0.05,Monthly,2025-06-25T13:04:42.586214,"Wireline video service in Northeast for January 2024 has a metric of Wireline Churn Rate with a value of 0.05, where Low value is better"
Wireless,prepaid,West,January,2024,High value is better,NPS Score,33.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of NPS Score with a value of 33, where High value is better"
Wireless,prepaid,West,January,2024,High value is better,Number of Customer Interactions - Store,1003.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Number of Customer Interactions - Store with a value of 1003, where High value is better"
Wireless,postpaid,Northeast,January,2024,High value is better,Sales Related Call Volume,4450.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Sales Related Call Volume with a value of 4450, where High value is better"
Wireless,postpaid,West,January,2024,Low value is better,Average Call handling Time - Service,5.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Average Call handling Time - Service with a value of 5.0, where Low value is better"
Wireless,prepaid,Midwest,January,2024,High value is better,Wireless Net Adds,18984.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Midwest for January 2024 has a metric of Wireless Net Adds with a value of 18984, where High value is better"
Wireless,postpaid,West,January,2024,Low value is better,Wireless Disconnects with Offer acceptance 60 days,1839.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Disconnects with Offer acceptance 60 days with a value of 1839, where Low value is better"
Wireless,prepaid,New England,January,2024,High value is better,ARPU (Average Revenue Per User),61.78,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of ARPU (Average Revenue Per User) with a value of 61.78, where High value is better"
Wireline,data,New England,January,2024,High value is better,Wireline Gross Adds,13119.0,Monthly,2025-06-25T13:04:42.586214,"Wireline data service in New England for January 2024 has a metric of Wireline Gross Adds with a value of 13119, where High value is better"
Wireless,postpaid,New England,January,2024,Low value is better,Wireless Churn Rate,0.01,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Wireless Churn Rate with a value of 0.01, where Low value is better"
Wireless,postpaid,Northeast,January,2024,High value is better,Number of Customer Interactions - Call Centers,3198.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Number of Customer Interactions - Call Centers with a value of 3198, where High value is better"
Wireline,video,South,January,2024,Low value is better,Wireline Disconnects,104.0,Monthly,2025-06-25T13:04:42.586214,"Wireline video service in South for January 2024 has a metric of Wireline Disconnects with a value of 104, where Low value is better"
Wireless,prepaid,New England,January,2024,High value is better,NPS Score,43.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of NPS Score with a value of 43, where High value is better"
Wireless,postpaid,New England,January,2024,Low value is better,Wireless Disconnects with Offer acceptance 60 days,2897.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Wireless Disconnects with Offer acceptance 60 days with a value of 2897, where Low value is better"
Wireline,data,West,January,2024,High value is better,Wireline Net Adds,2686.0,Monthly,2025-06-25T13:04:42.586214,"Wireline data service in West for January 2024 has a metric of Wireline Net Adds with a value of 2686, where High value is better"
Wireline,video,South,January,2024,High value is better,Wireline Gross Adds,7901.0,Monthly,2025-06-25T13:04:42.586214,"Wireline video service in South for January 2024 has a metric of Wireline Gross Adds with a value of 7901, where High value is better"
Wireless,prepaid,West,January,2024,High value is better,Number of Customer Interactions,48177.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Number of Customer Interactions with a value of 48177, where High value is better"
Wireless,postpaid,New England,January,2024,High value is better,Number of Customer Interactions - Call Centers,2948.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Number of Customer Interactions - Call Centers with a value of 2948, where High value is better"
Wireless,prepaid,South,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 60 days,8753.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of Wireless Disconnects with Promo acceptance 60 days with a value of 8753, where Low value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Wireless Disconnects with 30 days device change,3434.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Wireless Disconnects with 30 days device change with a value of 3434, where Low value is better"
Wireless,postpaid,Northeast,January,2024,Low value is better,Customer Trouble Tickets Count,3100.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Customer Trouble Tickets Count with a value of 3100, where Low value is better"
Wireless,prepaid,New England,January,2024,Low value is better,Wireless Disconnects with 90 days plan change,977.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of Wireless Disconnects with 90 days plan change with a value of 977, where Low value is better"
Wireless,prepaid,Midwest,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 30 days,3335.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Midwest for January 2024 has a metric of Wireless Disconnects with Promo acceptance 30 days with a value of 3335, where Low value is better"
Wireless,prepaid,Midwest,January,2024,High value is better,ARPU (Average Revenue Per User),56.78,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Midwest for January 2024 has a metric of ARPU (Average Revenue Per User) with a value of 56.78, where High value is better"
Wireless,prepaid,West,January,2024,Low value is better,Wireless Disconnects with Offer acceptance 60 days,2625.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Wireless Disconnects with Offer acceptance 60 days with a value of 2625, where Low value is better"
Wireless,prepaid,Northeast,January,2024,High value is better,NPS Score,27.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of NPS Score with a value of 27, where High value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Customer Trouble Tickets Count,2641.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Customer Trouble Tickets Count with a value of 2641, where Low value is better"
Wireless,postpaid,South,January,2024,Low value is better,Wireless Disconnects with 60 days plan change,1632.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in South for January 2024 has a metric of Wireless Disconnects with 60 days plan change with a value of 1632, where Low value is better"
Wireless,postpaid,Northeast,January,2024,Low value is better,Wireless Disconnects with 30 days plan change,1770.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Wireless Disconnects with 30 days plan change with a value of 1770, where Low value is better"
Wireless,prepaid,New England,January,2024,High value is better,QES Score,58.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of QES Score with a value of 58, where High value is better"
Wireless,prepaid,Midwest,January,2024,High value is better,QES Score,57.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Midwest for January 2024 has a metric of QES Score with a value of 57, where High value is better"
Wireless,postpaid,New England,January,2024,High value is better,ARPU (Average Revenue Per User),53.62,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of ARPU (Average Revenue Per User) with a value of 53.62, where High value is better"
Wireless,prepaid,Northeast,January,2024,Low value is better,Customer Trouble Tickets - Call Drop,633.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Customer Trouble Tickets - Call Drop with a value of 633, where Low value is better"
Wireless,postpaid,South,January,2024,High value is better,Wireless Net Adds - Add a Line (AAL),3100.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in South for January 2024 has a metric of Wireless Net Adds - Add a Line (AAL) with a value of 3100, where High value is better"
Wireline,data,New England,January,2024,Low value is better,Wireline Disconnects,765.0,Monthly,2025-06-25T13:04:42.586214,"Wireline data service in New England for January 2024 has a metric of Wireline Disconnects with a value of 765, where Low value is better"
Wireless,postpaid,Northeast,January,2024,High value is better,Number of Customer Interactions - App,15455.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Number of Customer Interactions - App with a value of 15455, where High value is better"
Wireless,postpaid,New England,January,2024,High value is better,Wireless Gross Adds,57040.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Wireless Gross Adds with a value of 57040, where High value is better"
Wireless,prepaid,South,January,2024,High value is better,ARPU (Average Revenue Per User),74.97,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of ARPU (Average Revenue Per User) with a value of 74.97, where High value is better"
Wireless,prepaid,Northeast,January,2024,Low value is better,Wireless Disconnects with Offer acceptance 90 days,3595.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Northeast for January 2024 has a metric of Wireless Disconnects with Offer acceptance 90 days with a value of 3595, where Low value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Wireless Disconnects with Offer acceptance 60 days,1221.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Wireless Disconnects with Offer acceptance 60 days with a value of 1221, where Low value is better"
Wireline,video,Midwest,January,2024,High value is better,Wireline Gross Adds,10954.0,Monthly,2025-06-25T13:04:42.586214,"Wireline video service in Midwest for January 2024 has a metric of Wireline Gross Adds with a value of 10954, where High value is better"
Wireless,prepaid,West,January,2024,High value is better,Number of Customer Interactions - Call Centers,3475.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Number of Customer Interactions - Call Centers with a value of 3475, where High value is better"
Wireless,prepaid,New England,January,2024,High value is better,Number of Customer Interactions - Call Centers,3948.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in New England for January 2024 has a metric of Number of Customer Interactions - Call Centers with a value of 3948, where High value is better"
Wireless,postpaid,Midwest,January,2024,High value is better,NPS Score,31.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of NPS Score with a value of 31, where High value is better"
Wireless,postpaid,Northeast,January,2024,High value is better,Wireless Gross Adds,54527.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Northeast for January 2024 has a metric of Wireless Gross Adds with a value of 54527, where High value is better"
Wireless,postpaid,West,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 60 days,7116.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Disconnects with Promo acceptance 60 days with a value of 7116, where Low value is better"
Wireless,prepaid,West,January,2024,Low value is better,Wireless Disconnects with 30 days plan change,1804.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Wireless Disconnects with 30 days plan change with a value of 1804, where Low value is better"
Wireless,prepaid,West,January,2024,High value is better,Number of Customer Interactions - App,40937.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Number of Customer Interactions - App with a value of 40937, where High value is better"
Wireless,postpaid,New England,January,2024,High value is better,Wireline Gross Adds,22542.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Wireline Gross Adds with a value of 22542, where High value is better"
Wireless,prepaid,South,January,2024,High value is better,QES Score,45.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of QES Score with a value of 45, where High value is better"
Wireless,postpaid,New England,January,2024,High value is better,Number of Customer Interactions - App,14396.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Number of Customer Interactions - App with a value of 14396, where High value is better"
Wireless,postpaid,South,January,2024,High value is better,Number of Customer Interactions - App,51813.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in South for January 2024 has a metric of Number of Customer Interactions - App with a value of 51813, where High value is better"
Wireless,postpaid,South,January,2024,Low value is better,Wireless Disconnects with Bill Shock,2556.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in South for January 2024 has a metric of Wireless Disconnects with Bill Shock with a value of 2556, where Low value is better"
Wireless,postpaid,West,January,2024,Low value is better,Wireless Disconnects with 90 days device change,1044.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in West for January 2024 has a metric of Wireless Disconnects with 90 days device change with a value of 1044, where Low value is better"
Wireless,postpaid,New England,January,2024,Low value is better,Wireless Disconnects with Offer acceptance 90 days,1112.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in New England for January 2024 has a metric of Wireless Disconnects with Offer acceptance 90 days with a value of 1112, where Low value is better"
Wireless,prepaid,South,January,2024,High value is better,Wireless Net Adds,32220.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in South for January 2024 has a metric of Wireless Net Adds with a value of 32220, where High value is better"
Wireless,prepaid,Midwest,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 90 days,3809.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in Midwest for January 2024 has a metric of Wireless Disconnects with Promo acceptance 90 days with a value of 3809, where Low value is better"
Wireless,postpaid,Midwest,January,2024,Low value is better,Wireless Disconnects with Promo acceptance 30 days,2752.0,Monthly,2025-06-25T13:04:42.586214,"Wireless postpaid service in Midwest for January 2024 has a metric of Wireless Disconnects with Promo acceptance 30 days with a value of 2752, where Low value is better"
Wireless,prepaid,West,January,2024,High value is better,Wireline Gross Adds,46410.0,Monthly,2025-06-25T13:04:42.586214,"Wireless prepaid service in West for January 2024 has a metric of Wireline Gross Adds with a value of 46410, where High value is better"
