product_name,service_type,region,rpt_mth,rpt_year,high_or_low_better,metric_name,metric_value,data_type,load_ts,summary
Wireless,postpaid,Midwest,January,2025,High value is better,Number of Customer Interactions - Portal,40516.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Number of Customer Interactions - Portal with a value of 40516, where High value is better"
Wireless,prepaid,South,January,2025,Low value is better,Wireless Disconnects with 30 days device change,2344.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Wireless Disconnects with 30 days device change with a value of 2344, where Low value is better"
Wireless,postpaid,West,January,2025,Low value is better,Wireless Disconnects with 30 days plan change,2255.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of Wireless Disconnects with 30 days plan change with a value of 2255, where Low value is better"
Wireline,video,Midwest,January,2025,High value is better,Wireline Gross Adds,48308.0,Monthly,2025-06-25T13:04:50.975688,"Wireline video service in Midwest for January 2025 has a metric of Wireline Gross Adds with a value of 48308, where High value is better"
Wireless,prepaid,West,January,2025,Low value is better,Wireless Disconnects with Promo acceptance 60 days,3158.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of Wireless Disconnects with Promo acceptance 60 days with a value of 3158, where Low value is better"
Wireless,prepaid,West,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 60 days,1968.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of Wireless Disconnects with Offer acceptance 60 days with a value of 1968, where Low value is better"
Wireless,prepaid,South,January,2025,High value is better,Number of Customer Interactions - Call Centers,2783.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Number of Customer Interactions - Call Centers with a value of 2783, where High value is better"
Wireless,prepaid,South,January,2025,Low value is better,Wireless Disconnects with Promo acceptance 90 days,4580.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Wireless Disconnects with Promo acceptance 90 days with a value of 4580, where Low value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Wireless Disconnects with Promo acceptance 60 days,7813.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Wireless Disconnects with Promo acceptance 60 days with a value of 7813, where Low value is better"
Wireless,prepaid,South,January,2025,Low value is better,Customer Trouble Tickets - Call Drop,611.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Customer Trouble Tickets - Call Drop with a value of 611, where Low value is better"
Wireless,postpaid,New England,January,2025,High value is better,Number of Customer Interactions - Call Centers,2378.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Number of Customer Interactions - Call Centers with a value of 2378, where High value is better"
Wireless,postpaid,Northeast,January,2025,Low value is better,Wireless Disconnects with 90 days device change,1509.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Northeast for January 2025 has a metric of Wireless Disconnects with 90 days device change with a value of 1509, where Low value is better"
Wireline,data,South,January,2025,High value is better,Wireline Gross Adds,17241.0,Monthly,2025-06-25T13:04:50.975688,"Wireline data service in South for January 2025 has a metric of Wireline Gross Adds with a value of 17241, where High value is better"
Wireless,prepaid,South,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 90 days,5053.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Wireless Disconnects with Offer acceptance 90 days with a value of 5053, where Low value is better"
Wireless,prepaid,New England,January,2025,Low value is better,Average Call handling time - Sales,8.62,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in New England for January 2025 has a metric of Average Call handling time - Sales with a value of 8.62, where Low value is better"
Wireless,postpaid,West,January,2025,Low value is better,Wireless Churn Rate,0.03,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of Wireless Churn Rate with a value of 0.03, where Low value is better"
Wireless,prepaid,South,January,2025,Low value is better,Wireless Churn Rate,0.01,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Wireless Churn Rate with a value of 0.01, where Low value is better"
Wireline,data,New England,January,2025,High value is better,Wireline Gross Adds,13201.0,Monthly,2025-06-25T13:04:50.975688,"Wireline data service in New England for January 2025 has a metric of Wireline Gross Adds with a value of 13201, where High value is better"
Wireline,video,West,January,2025,High value is better,Wireline Gross Adds,35224.0,Monthly,2025-06-25T13:04:50.975688,"Wireline video service in West for January 2025 has a metric of Wireline Gross Adds with a value of 35224, where High value is better"
Wireless,postpaid,New England,January,2025,High value is better,Number Of Customers with Autopay Discount,10094.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Number Of Customers with Autopay Discount with a value of 10094, where High value is better"
Wireline,data,South,January,2025,Low value is better,Wireline Churn Rate,0.04,Monthly,2025-06-25T13:04:50.975688,"Wireline data service in South for January 2025 has a metric of Wireline Churn Rate with a value of 0.04, where Low value is better"
Wireless,prepaid,West,January,2025,Low value is better,Customer Trouble Tickets - Call Drop,107.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of Customer Trouble Tickets - Call Drop with a value of 107, where Low value is better"
Wireless,postpaid,Midwest,January,2025,High value is better,Wireless Port In,4847.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Wireless Port In with a value of 4847, where High value is better"
Wireless,prepaid,New England,January,2025,High value is better,Number of Customer Interactions - Portal,81205.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in New England for January 2025 has a metric of Number of Customer Interactions - Portal with a value of 81205, where High value is better"
Wireline,video,South,January,2025,Low value is better,Wireline Churn Rate,0.05,Monthly,2025-06-25T13:04:50.975688,"Wireline video service in South for January 2025 has a metric of Wireline Churn Rate with a value of 0.05, where Low value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Average Call handling time - Sales,9.89,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Average Call handling time - Sales with a value of 9.89, where Low value is better"
Wireless,postpaid,Northeast,January,2025,High value is better,ARPU (Average Revenue Per User),43.17,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Northeast for January 2025 has a metric of ARPU (Average Revenue Per User) with a value of 43.17, where High value is better"
Wireless,postpaid,Midwest,January,2025,Low value is better,Average Call handling time - Sales,15.64,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Average Call handling time - Sales with a value of 15.64, where Low value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Wireless Disconnects with 60 days plan change,844.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Wireless Disconnects with 60 days plan change with a value of 844, where Low value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Customer Trouble Tickets - Discount Related,323.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Customer Trouble Tickets - Discount Related with a value of 323, where Low value is better"
Wireless,postpaid,West,January,2025,Low value is better,Customer Trouble Tickets Count,2263.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of Customer Trouble Tickets Count with a value of 2263, where Low value is better"
Wireless,postpaid,West,January,2025,High value is better,ARPU (Average Revenue Per User),39.31,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of ARPU (Average Revenue Per User) with a value of 39.31, where High value is better"
Wireless,postpaid,West,January,2025,Low value is better,Wireless Disconnects with Promo acceptance 30 days,3779.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of Wireless Disconnects with Promo acceptance 30 days with a value of 3779, where Low value is better"
Wireless,postpaid,South,January,2025,High value is better,Wireless Net Adds - New customers,6350.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in South for January 2025 has a metric of Wireless Net Adds - New customers with a value of 6350, where High value is better"
Wireless,prepaid,Northeast,January,2025,High value is better,Wireline Gross Adds,8833.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Wireline Gross Adds with a value of 8833, where High value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Wireless Port Out,1243.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Wireless Port Out with a value of 1243, where Low value is better"
Wireless,postpaid,South,January,2025,Low value is better,Customer Trouble Tickets - Slow Net Speed,1801.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in South for January 2025 has a metric of Customer Trouble Tickets - Slow Net Speed with a value of 1801, where Low value is better"
Wireless,prepaid,West,January,2025,High value is better,Wireless Net Adds - New customers,1616.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of Wireless Net Adds - New customers with a value of 1616, where High value is better"
Wireless,postpaid,Midwest,January,2025,High value is better,Wireless Net Adds,1333.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Wireless Net Adds with a value of 1333, where High value is better"
Wireless,prepaid,South,January,2025,Low value is better,Customer Trouble Tickets Count,3228.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Customer Trouble Tickets Count with a value of 3228, where Low value is better"
Wireless,prepaid,South,January,2025,Low value is better,Average Call handling Time - Service,6.53,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Average Call handling Time - Service with a value of 6.53, where Low value is better"
Wireless,prepaid,Midwest,January,2025,High value is better,Wireless Gross Adds,41173.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Midwest for January 2025 has a metric of Wireless Gross Adds with a value of 41173, where High value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Wireless Disconnects with 90 days plan change,752.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Wireless Disconnects with 90 days plan change with a value of 752, where Low value is better"
Wireless,postpaid,Midwest,January,2025,Low value is better,Wireless Disconnects with Promo acceptance 90 days,3006.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Wireless Disconnects with Promo acceptance 90 days with a value of 3006, where Low value is better"
Wireless,prepaid,Northeast,January,2025,High value is better,Number of Customer Interactions - App,90000.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Number of Customer Interactions - App with a value of 90000, where High value is better"
Wireless,postpaid,South,January,2025,Low value is better,Customer Trouble Tickets - Network Coverage,859.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in South for January 2025 has a metric of Customer Trouble Tickets - Network Coverage with a value of 859, where Low value is better"
Wireline,data,Midwest,January,2025,Low value is better,Wireline Churn Rate,0.03,Monthly,2025-06-25T13:04:50.975688,"Wireline data service in Midwest for January 2025 has a metric of Wireline Churn Rate with a value of 0.03, where Low value is better"
Wireless,postpaid,Midwest,January,2025,High value is better,QES Score,35.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of QES Score with a value of 35, where High value is better"
Wireless,postpaid,Northeast,January,2025,Low value is better,Number Of Customers with Late Fee Waiver,164.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Northeast for January 2025 has a metric of Number Of Customers with Late Fee Waiver with a value of 164, where Low value is better"
Wireless,prepaid,West,January,2025,High value is better,Number of Customer Interactions - App,24142.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of Number of Customer Interactions - App with a value of 24142, where High value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Wireless Port Out,3116.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Wireless Port Out with a value of 3116, where Low value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Customer Trouble Tickets Count,2853.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Customer Trouble Tickets Count with a value of 2853, where Low value is better"
Wireless,prepaid,South,January,2025,Low value is better,Average Call handling time - Sales,16.98,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Average Call handling time - Sales with a value of 16.98, where Low value is better"
Wireless,prepaid,New England,January,2025,Low value is better,Customer Trouble Tickets Count,2316.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in New England for January 2025 has a metric of Customer Trouble Tickets Count with a value of 2316, where Low value is better"
Wireless,prepaid,West,January,2025,High value is better,Wireline Gross Adds,8087.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of Wireline Gross Adds with a value of 8087, where High value is better"
Wireline,voice,New England,January,2025,High value is better,Wireline Net Adds,2583.0,Monthly,2025-06-25T13:04:50.975688,"Wireline voice service in New England for January 2025 has a metric of Wireline Net Adds with a value of 2583, where High value is better"
Wireless,prepaid,Midwest,January,2025,Low value is better,Service Related Call Volume,4110.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Midwest for January 2025 has a metric of Service Related Call Volume with a value of 4110, where Low value is better"
Wireless,postpaid,Midwest,January,2025,High value is better,Number of Customer Interactions - Store,1284.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Number of Customer Interactions - Store with a value of 1284, where High value is better"
Wireline,data,New England,January,2025,Low value is better,Wireline Disconnects,223.0,Monthly,2025-06-25T13:04:50.975688,"Wireline data service in New England for January 2025 has a metric of Wireline Disconnects with a value of 223, where Low value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 60 days,767.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Wireless Disconnects with Offer acceptance 60 days with a value of 767, where Low value is better"
Wireless,prepaid,New England,January,2025,High value is better,Wireless Gross Adds,45949.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in New England for January 2025 has a metric of Wireless Gross Adds with a value of 45949, where High value is better"
Wireless,postpaid,Midwest,January,2025,High value is better,Wireline Gross Adds,39610.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Wireline Gross Adds with a value of 39610, where High value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Wireless Disconnects with 60 days plan change,1145.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Wireless Disconnects with 60 days plan change with a value of 1145, where Low value is better"
Wireless,postpaid,Northeast,January,2025,Low value is better,Wireless Disconnects with 60 days plan change,1566.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Northeast for January 2025 has a metric of Wireless Disconnects with 60 days plan change with a value of 1566, where Low value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Customer Trouble Tickets - Call Drop,388.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Customer Trouble Tickets - Call Drop with a value of 388, where Low value is better"
Wireline,voice,New England,January,2025,High value is better,Wireline Gross Adds,27439.0,Monthly,2025-06-25T13:04:50.975688,"Wireline voice service in New England for January 2025 has a metric of Wireline Gross Adds with a value of 27439, where High value is better"
Wireless,postpaid,West,January,2025,Low value is better,Service Related Call Volume,6631.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of Service Related Call Volume with a value of 6631, where Low value is better"
Wireless,prepaid,Northeast,January,2025,High value is better,Number Of Customers with Autopay Discount,8989.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Number Of Customers with Autopay Discount with a value of 8989, where High value is better"
Wireless,postpaid,West,January,2025,High value is better,Sales Related Call Volume,3033.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of Sales Related Call Volume with a value of 3033, where High value is better"
Wireless,prepaid,South,January,2025,High value is better,NPS Score,28.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of NPS Score with a value of 28, where High value is better"
Wireless,prepaid,South,January,2025,Low value is better,Wireless Disconnects with 60 days device change,3475.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in South for January 2025 has a metric of Wireless Disconnects with 60 days device change with a value of 3475, where Low value is better"
Wireline,voice,South,January,2025,Low value is better,Wireline Churn Rate,0.04,Monthly,2025-06-25T13:04:50.975688,"Wireline voice service in South for January 2025 has a metric of Wireline Churn Rate with a value of 0.04, where Low value is better"
Wireless,postpaid,New England,January,2025,High value is better,ARPU (Average Revenue Per User),61.96,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of ARPU (Average Revenue Per User) with a value of 61.96, where High value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Customer Trouble Tickets - Discount Related,140.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Customer Trouble Tickets - Discount Related with a value of 140, where Low value is better"
Wireless,postpaid,Midwest,January,2025,Low value is better,Customer Trouble Tickets - Network Coverage,687.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Customer Trouble Tickets - Network Coverage with a value of 687, where Low value is better"
Wireless,postpaid,Midwest,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 30 days,3363.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Wireless Disconnects with Offer acceptance 30 days with a value of 3363, where Low value is better"
Wireless,prepaid,New England,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 30 days,2105.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in New England for January 2025 has a metric of Wireless Disconnects with Offer acceptance 30 days with a value of 2105, where Low value is better"
Wireless,prepaid,West,January,2025,Low value is better,Wireless Disconnects with Promo acceptance 30 days,3922.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of Wireless Disconnects with Promo acceptance 30 days with a value of 3922, where Low value is better"
Wireless,postpaid,Midwest,January,2025,Low value is better,Customer Trouble Tickets - Discount Related,458.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Customer Trouble Tickets - Discount Related with a value of 458, where Low value is better"
Wireless,prepaid,West,January,2025,High value is better,QES Score,57.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of QES Score with a value of 57, where High value is better"
Wireless,postpaid,New England,January,2025,High value is better,Wireless Port In,5691.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Wireless Port In with a value of 5691, where High value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Wireless Disconnects,28566.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Wireless Disconnects with a value of 28566, where Low value is better"
Wireless,postpaid,New England,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 90 days,4366.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Wireless Disconnects with Offer acceptance 90 days with a value of 4366, where Low value is better"
Wireline,data,West,January,2025,High value is better,Wireline Net Adds,1957.0,Monthly,2025-06-25T13:04:50.975688,"Wireline data service in West for January 2025 has a metric of Wireline Net Adds with a value of 1957, where High value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Service Related Call Volume,2723.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Service Related Call Volume with a value of 2723, where Low value is better"
Wireless,prepaid,Northeast,January,2025,Low value is better,Wireless Disconnects with Promo acceptance 90 days,2013.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in Northeast for January 2025 has a metric of Wireless Disconnects with Promo acceptance 90 days with a value of 2013, where Low value is better"
Wireless,postpaid,West,January,2025,High value is better,Number of Customer Interactions - Call Centers,2086.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in West for January 2025 has a metric of Number of Customer Interactions - Call Centers with a value of 2086, where High value is better"
Wireline,video,West,January,2025,High value is better,Wireline Net Adds,595.0,Monthly,2025-06-25T13:04:50.975688,"Wireline video service in West for January 2025 has a metric of Wireline Net Adds with a value of 595, where High value is better"
Wireless,postpaid,Northeast,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 30 days,3857.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Northeast for January 2025 has a metric of Wireless Disconnects with Offer acceptance 30 days with a value of 3857, where Low value is better"
Wireless,postpaid,New England,January,2025,High value is better,Number of Customer Interactions - App,16899.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in New England for January 2025 has a metric of Number of Customer Interactions - App with a value of 16899, where High value is better"
Wireless,postpaid,Northeast,January,2025,Low value is better,Average Call handling time - Sales,6.12,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Northeast for January 2025 has a metric of Average Call handling time - Sales with a value of 6.12, where Low value is better"
Wireless,postpaid,Northeast,January,2025,High value is better,Wireless Net Adds - Add a Line (AAL),9646.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Northeast for January 2025 has a metric of Wireless Net Adds - Add a Line (AAL) with a value of 9646, where High value is better"
Wireless,postpaid,Midwest,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 60 days,2733.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in Midwest for January 2025 has a metric of Wireless Disconnects with Offer acceptance 60 days with a value of 2733, where Low value is better"
Wireless,postpaid,South,January,2025,Low value is better,Wireless Disconnects with Offer acceptance 90 days,2690.0,Monthly,2025-06-25T13:04:50.975688,"Wireless postpaid service in South for January 2025 has a metric of Wireless Disconnects with Offer acceptance 90 days with a value of 2690, where Low value is better"
Wireless,prepaid,West,January,2025,High value is better,NPS Score,31.0,Monthly,2025-06-25T13:04:50.975688,"Wireless prepaid service in West for January 2025 has a metric of NPS Score with a value of 31, where High value is better"
Wireline,video,New England,January,2025,High value is better,Wireline Gross Adds,34939.0,Monthly,2025-06-25T13:04:50.975688,"Wireline video service in New England for January 2025 has a metric of Wireline Gross Adds with a value of 34939, where High value is better"
